Unnamed: 0,candidate,count,image_file,image_url,news_source,news_source_url,present,image_hash
25,donald_trump,25,25_donald_trump.jpg,http://ichef-1.bbci.co.uk/news/624/cpsprodpb/A675/production/_91631624_2a61385a-0b0f-441f-b70c-09c8d820ae41.jpg,BBC.com,http://www.bbc.com/news/election-us-2016-37594918,1,67e7e5e7c9b8b434
26,donald_trump,26,26_donald_trump.jpg,http://www.slate.com/content/dam/slate/blogs/the_slatest/2016/10/07/donald_trump_brags_about_committing_criminal_sexual_assault/610599530-republican-presidential-nominee-donald-trump-speaks.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/blogs/the_slatest/2016/10/07/donald_trump_brags_about_committing_criminal_sexual_assault.html,1,2d8d0f4acbdadcc8
27,donald_trump,27,27_donald_trump.jpg,http://i.ndtvimg.com/i/2016-10/donald-trump-afp_650x400_61476947056.jpg,NDTV.com,http://www.ndtv.com/world-news/grave-concerns-about-donald-trumps-mental-stability-harvard-doctors-1639528,1,63a707077272373e
28,donald_trump,28,28_donald_trump.jpg,http://static4.businessinsider.com/image/580a665bc52402f8058b6280-480/trump.jpg,Business Insider,http://www.businessinsider.com/why-is-donald-trumps-skin-orange-2016-10,1,a5cc4644c4969d9a
30,donald_trump,30,30_donald_trump.jpg,http://media.salon.com/2016/10/donald_trump293-620x412.jpg,Salon,http://www.salon.com/2016/10/07/donald-trumps-town-hall-debate-nightmare-he-cant-relate-to-real-americans-wont-have-temper-for-real-questions/,1,0e0f30105c58d9ca
31,donald_trump,31,31_donald_trump.jpg,https://news-images.vice.com/images/videos/meta/2016/09/27/debate-sniff-1475011141.jpg?crop\u003d1xw:1xh;0xw,VICE New,https://news.vice.com/video/donald-trump-has-the-sniffles,1,0f1b1f270f263e9e
32,donald_trump,32,32_donald_trump.jpg,http://static1.businessinsider.com/image/5798d30288e4a725238bae5c-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/donald-trump-lamborghini-sale-ebay-2016-9,1,2737230f878e8616
33,donald_trump,33,33_donald_trump.jpg,http://s.newsweek.com/sites/www.newsweek.com/files/styles/embed-lg/public/2016/09/28/donaldtrumpexploratory19991.jpg,Newsweek,http://www.newsweek.com/2016/10/14/donald-trump-cuban-embargo-castro-violated-florida-504059.html,1,9989040c56868b99
39,donald_trump,39,39_donald_trump.jpg,http://media.salon.com/2016/10/campaign-2016-trump-insurance-claim.jpeg1-1280x960.jpg,Salon,http://www.salon.com/2016/10/24/donald-trump-is-backing-off-his-signature-build-the-wall-campaign-promise/,1,0d95b59593b5942c
40,donald_trump,40,40_donald_trump.jpg,http://cdn1.thr.com/sites/default/files/imagecache/768x433/2015/08/splash-trump-a1.jpg,Hollywood Reporter,http://www.hollywoodreporter.com/features/donald-trump-murdoch-ailes-nbc-816131,1,1b5b1b1b4949cdac
41,donald_trump,41,41_donald_trump.jpg,http://www.conservapedia.com/images/thumb/3/30/Donald_Trump_(29273256122)_Phoenix.jpg/250px-Donald_Trump_(29273256122)_Phoenix.jpg,Conservapedia,http://www.conservapedia.com/Donald_Trump,1,1e17070706a69595
42,donald_trump,42,42_donald_trump.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Donald_Trump_by_Gage_Skidmore.jpg/220px-Donald_Trump_by_Gage_Skidmore.jpg,Wikiquote,https://en.wikiquote.org/wiki/Donald_Trump,1,0e86971f8e979696
43,donald_trump,43,43_donald_trump.jpg,https://www.ncronline.org/sites/default/files/styles/article_slideshow/public/stories/images/20160808T1310-0919-CNS-SISTERS-LETTER-CIVILITY%20(1).jpg?itok\u003dDNNtcPNf,National Catholic Reporter,https://www.ncronline.org/news/politics/trumps-pledge-catholics-ill-be-there-yo,1,00094d4d4d494e0e
45,donald_trump,45,45_donald_trump.jpg,http://static4.businessinsider.com/image/57d0513d09d29323008b668b-480/republican-nominee-donald-trump-speaks-at.jpg,Business Insider,http://www.businessinsider.com/colin-kaepernick-donald-trump-2016-9,1,391b49045918181e
46,donald_trump,46,46_donald_trump.jpg,http://media.vanityfair.com/photos/56cb5d15f22538fb7dd843f4/master/w_768,Vanity Fair,http://www.vanityfair.com/news/2016/10/graydon-carter-on-donald-trump,1,1213194913010182
47,donald_trump,47,47_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161010103343-donald-trump-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/,1,a6a62626479f4d49
48,donald_trump,48,48_donald_trump.jpg,http://media.breitbart.com/media/2016/10/AP_16296611401503-640x480.jpg,Breitbar,http://www.breitbart.com/2016-presidential-race/2016/10/22/donald-trump-contract-american-voter-100-days-5338007/,1,8c9d9adad31b991c
49,donald_trump,49,49_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/02/donald-trump-portrait.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4228885/donald-trump-lizard-brain/,1,1d0d0d0d0d1d1a2b
50,donald_trump,50,50_donald_trump.jpg,http://img.wennermedia.com/article-leads-horizontal/gettyimages-610603372-392c026a-541e-408e-9f4c-f8a793b29b27.jpg,Rolling Stone,http://www.rollingstone.com/politics/features/the-violence-of-donald-trump-w444012,1,0d3d1c9f99938b0b
51,donald_trump,51,51_donald_trump.jpg,http://i2.cdn.turner.com/money/dam/assets/160915155316-trump-economic-club-speech-1024x576.jpg,CNN Money,http://money.cnn.com/2016/09/16/news/economy/donald-trump-nafta-mexico-china-tariff/,1,cf4d0d0f4d9f1b1b
52,donald_trump,52,52_donald_trump.jpg,http://www1.cbn.com/sites/default/files/styles/original/public/donaldtrumpbrody2_si.jpg?itok\u003d1HnFEGFg,CBN.com,http://www1.cbn.com/thebrodyfile/archive/2016/09/09/brody-file-exclusive-donald-trump-says-this-will-be-the-last-election-that-the-republicans-have-a-chance-of-winning,1,0286222366e26666
53,donald_trump,53,53_donald_trump.jpg,https://img.washingtonpost.com/rf/image_606w/2010-2019/WashingtonPost/2016/10/21/National-Politics/Images/616085370.jpg,Washington Po,https://www.washingtonpost.com/politics/what-is-the-long-term-effect-of-donald-trump/2016/10/22/a4cd0f94-8a6d-11e6-875e-2c1bfe943b66_story.html,1,0f170f0f4e4e0b0d
54,donald_trump,54,54_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/09/donald-trump-01.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4515307/donald-trump-economic-birther/,1,4d064f8f4ccc8e8a
56,donald_trump,56,56_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/06/donald-trump-climate-change-global-warming.jpeg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4362393/donald-trump-supported-addressing-climate-change-before-calling-it-a-hoax/,1,b1b727a7a6366692
57,donald_trump,57,57_donald_trump.jpg,http://images.performgroup.com/di/library/sporting_news/36/51/donald-trump-getty-ftrjpg_165o0qrikr9na1ja89en7x03tn.jpg?t\u003d-1367143641,Sporting New,http://www.sportingnews.com/mlb/news/donald-trump-election-day-sports-tweets-alex-rodriguez-yankees-george-steinbrenner-pete-rose/hhir58ofbf2k1ijhxeybcid7m,1,4d4dcecac94dcccc
58,donald_trump,58,58_donald_trump.jpg,http://www.gannett-cdn.com/-mm-/980ff14afec84c59ecb65839f145623ef1d8b349/c\u003d443-0-2319-1411\u0026r\u003dx404\u0026c\u003d534x401/local/-/media/2016/10/08/USATODAY/USATODAY/636115598991219364-2016-10-08-Donald-Trump.jpg,USA Today,http://www.usatoday.com/story/sports/columnist/erik-brady/2016/10/08/donald-trump-vulgar-comments-women-beyond-locker-room-talk/91810878/,1,cdcdd948cccee939
60,donald_trump,60,60_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/09/donald-trump-william-coupon.jpg,Time,http://time.com/donald-trump-photographs/,1,06112185e49c8c84
61,donald_trump,61,61_donald_trump.jpg,https://i2.wp.com/newsexaminer.net/wp-content/uploads/2015/05/Donald-Trump.jpg?fit\u003d810%2C506,News Examiner,http://newsexaminer.net/politics/donald-trump-the-least-charitable-billionaire/,1,0d0d0dcd6dcccccc
63,donald_trump,63,63_donald_trump.jpg,http://i2.cdn.turner.com/money/dam/assets/161022154340-trump-rally--media-00010508-1024x576.jpg,CNN Money,http://money.cnn.com/2016/10/22/media/donald-trump-att-time-warner/,1,6e29892d2c6c494d
65,donald_trump,65,65_donald_trump.jpg,http://static3.businessinsider.com/image/56d5e664dd0895fd178b47a4-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/donald-trump-con-artist-narcissist-2016-10,1,143333332d8ccc49
67,donald_trump,67,67_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/03/trump16.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4261816/trump-ancient-greeks/,1,19098c4a488ececc
68,donald_trump,68,68_donald_trump.jpg,http://media.salon.com/2016/10/donald_trump_debate2_7-620x412.jpg,Salon,http://www.salon.com/2016/10/12/beyond-the-pale-white-privilege-thy-name-is-donald-trump/,1,1b9d9d9999d9cb8d
70,donald_trump,70,70_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/05/donald-trump-donation.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4347161/donald-trump-donate-veterans/,1,eb494d4d4ede9c9c
71,donald_trump,71,71_donald_trump.jpg,http://media.washtimes.com.s3.amazonaws.com/media/image/2016/09/07/DonaldTrump.jpg,Washington Time,http://www.washingtontimes.com/news/2016/sep/7/donald-trump-wants-bigger-military-bigger-defense-/,1,0f0f8f0f8ddd4d0d
72,donald_trump,72,72_donald_trump.jpg,http://img.wennermedia.com/social/gettyimages-613704994-5cfc047c-40db-4724-89d4-9a0c035830db.jpg,Rolling Stone,http://www.rollingstone.com/politics/features/donald-trump-cannot-be-president-of-the-united-states-w448907,1,67464f650d082828
73,donald_trump,73,73_donald_trump.jpg,http://esq.h-cdn.co/assets/16/42/980x490/landscape-1476982066-trumpbookreport.jpg,Esquire,http://www.esquire.com/entertainment/books/news/a49817/trump-book-report/,1,4d4d4cce8a1f1696
74,donald_trump,74,74_donald_trump.jpg,http://static.images.publisher.attn.com/sites/default/files/trump_polls_site.jpg,Attn,http://www.attn.com/stories/12009/donald-trumps-2013-lawsuit-against-bill-maher-reveals-lot-about-his-campaign,1,0d4e4ebb3268ccce
75,donald_trump,75,75_donald_trump.jpg,https://pixel.nymag.com/imgs/fashion/daily/2016/02/22/22-donald-trump-orange.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/02/self-tanning-tips-for-donald-trump.html,1,32398d8dcd8da9cc
76,donald_trump,76,76_donald_trump.jpg,https://timedotcom.files.wordpress.com/2015/08/meet-the-candidates-donald-trump.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/3987082/stephen-king-donald-trump/,1,0d64666666bcbc38
81,donald_trump,81,81_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161011105952-01-donald-trump-1011-large-169.jpg,CNN.com,http://www.cnn.com/2016/10/10/politics/paul-ryan-said-he-wont-defend-donald-trump/,1,9d9d191c1616323b
83,donald_trump,83,83_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161015084220-donald-trump-oct-14-2016-large-169.jpg,CNN.com,http://www.cnn.com/2016/10/14/politics/trump-women-accusers/,1,3f7f6fef4d5bfb3b
84,donald_trump,84,84_donald_trump.jpg,http://thefader-res.cloudinary.com/images/w_1440,The Fader,http://www.thefader.com/2016/07/01/donald-trump-and-the-american-divide,1,0f4c4c4c0e1e0e1e
86,donald_trump,86,86_donald_trump.jpg,http://static2.politico.com/dims4/default/d331e8f/2147483647/resize/1160x%3E/quality/90/?url\u003dhttp%3A%2F%2Fstatic.politico.com%2Ff1%2F2b%2F3497a8934de5ab0a1227d3642d59%2F162610-donald-trump-ap-1160.jpg,Politico,http://www.politico.com/story/2016/10/donald-trump-tracking-polls-230293,1,64646425a4a6a6a4
87,donald_trump,87,87_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161020124921-01-trump-ohio-1020-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/10/20/politics/donald-trump-i-will-totally-accept-election-results-if-i-win/,1,68b437a6a6b5b092
88,donald_trump,88,88_donald_trump.jpg,https://img.washingtonpost.com/rf/image_606w/2010-2019/WashingtonPost/2016/10/07/National-Politics/Images/Campaign_2016_Trump-659f8.jpg,Washington Po,https://www.washingtonpost.com/news/the-fix/wp/2016/10/07/donald-trumps-debate-prep-is-going-great/,1,1b1b39e5c6d0d995
89,donald_trump,89,89_donald_trump.jpg,http://hips.htvapps.com/htv-prod/ibmig/cms/image/wyff/40830816-donald-trump-on-lgbtq-jpg.jpg?crop\u003d1.00xw:1.00xh;0,WYFF.com,http://www.wyff4.com/article/president-donald-trump-to-visit-charleston-on-friday/8800027,1,4d4c5d696c6d4cca
90,donald_trump,90,90_donald_trump.jpg,https://d3i6fh83elv35t.cloudfront.net/newshour/wp-content/uploads/2016/10/RTSSB16-1024x683.jpg,PBS,http://www.pbs.org/newshour/rundown/assault-allegations-donald-trump-recapped/,1,3444ce0b87cd174f
91,donald_trump,91,91_donald_trump.jpg,https://pmcvariety.files.wordpress.com/2015/12/rexfeatures_5340067k-e1449628820722.jpg?w\u003d1000\u0026h\u003d750\u0026crop\u003d1,Variety,http://variety.com/2016/tv/news/louis-c-k-donald-trump-insane-bigot-dangerous-1201723679/,1,ce8e4e8e8e6fcc4c
92,donald_trump,92,92_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/09/donald-trump.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4480945/isis-donald-trump/,1,30989d0d8f0d1f4b
93,donald_trump,93,93_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/WashingtonPost/2016/08/22/Editorial-Opinion/Images/2016-08-22T203400Z_01_CRA104_RTRIDSP_3_USA-ELECTION-TRUMP.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/the-fix/wp/2016/09/14/donald-trump-is-up-5-in-a-new-ohio-poll-and-leads-in-florida-that-isnt-enough-yet/,1,9a8c061c2c2cbab7
94,donald_trump,94,94_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161026140402-trump-campaign-donations-bash-intv-00014626-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/10/26/politics/donald-trump-dana-bash-rude-question-cnn-wolf-blitzer/,1,3c3821337c766474
97,donald_trump,97,97_donald_trump.jpg,http://c7.nrostatic.com/sites/default/files/uploaded/donald-trump-contract-american-voter-gettysburg-address-r.jpg,National Review,http://www.nationalreview.com/article/441458/donald-trumps-contract-american-voter-gettysburg-address,1,c08e474f8f624206
98,donald_trump,98,98_donald_trump.jpg,https://timedotcom.files.wordpress.com/2015/10/donald-trump6.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4077615/donald-trump-bush-september-11/,1,0a080d0d4d4b1b9b
99,donald_trump,99,99_donald_trump.jpg,http://s.newsweek.com/sites/www.newsweek.com/files/styles/lg/public/2016/10/14/donald-trump.jpg,Newsweek,http://www.newsweek.com/here-are-absurd-instructions-putting-donald-trump-your-movie-509810,1,9d3e2f1d1999a5bd
102,donald_trump,102,102_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/02/ap_667428401510_wide-1fc307adbcd2768c4e48286db3a67ae8b2a8fd9c-s900-c85.jpg,NPR,http://www.npr.org/2016/10/02/496303458/how-donald-trump-could-have-not-paid-income-taxes-for-18-years,1,4ae5c0e47ebdba7a
110,donald_trump,110,110_donald_trump.jpg,https://www.usnews.com/cmsmedia/16/65/e4a9c6594c34b07019bc2c79bfa9/160930-donaldtrump-editorial.jpg,US News \u0026 World Repor,https://www.usnews.com/opinion/articles/2016-10-03/a-festivus-theory-of-donald-trumps-unhinged-boasts-and-angry-rants,1,474347434e6d5697
114,donald_trump,114,114_donald_trump.jpg,https://static01.nyt.com/images/2016/10/14/opinion/14fri1web/14fri1web-master768.jpg,The New York Time,https://www.nytimes.com/2016/10/14/opinion/donald-trump-vs-a-free-press.html,1,901d0d0e1d1dbedb
115,donald_trump,115,115_donald_trump.jpg,https://peopledotcom.files.wordpress.com/2016/08/donald-trump-800-4.jpg?w\u003d800,People,http://people.com/books/donald-trump-biography-5-things-to-know-about-the-book-he-told-fans-not-to-buy/,1,c4cbcc88cc6cc82b
118,donald_trump,118,118_donald_trump.jpg,https://pmcvariety.files.wordpress.com/2016/09/donald-trump-presidential-debate-2.jpg?w\u003d1000\u0026h\u003d563\u0026crop\u003d1,Variety,http://variety.com/2016/tv/news/billy-bush-reaction-donald-trump-video-apology-1201881989/,1,cd8dcdcece4e4fcd
119,donald_trump,119,119_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/10/donald-trump.jpg,Snopes.com,http://www.snopes.com/trump-described-the-electoral-college-as-a-disaster/,1,d43a3a3ab89c3d35
120,donald_trump,120,120_donald_trump.jpg,http://cdn2.thr.com/sites/default/files/2016/10/donald_j._trump_-_first_presidential_debate_-_getty_-_h_-_2016.jpg,Hollywood Reporter,http://www.hollywoodreporter.com/news/donald-trump-women-unearthed-1994-primetime-interview-nancy-collins-938176,1,8d8c4e0d07026a6a
121,donald_trump,121,121_donald_trump.jpg,https://www.usnews.com/dims4/USNEWS/b06df4e/2147483647/crop/1499x1000%2B0%2B0/resize/970x647/quality/85/?url\u003d%2Fcmsmedia%2F10%2Fa39224783459a221711fba3467f0f5%2Fresizes%2F1500%2Fmedia%3A5c0b879bccfb4b3aaeeb395fbc1f833eCampaign2016Trump.JPEG,US News \u0026 World Repor,https://www.usnews.com/news/articles/2016-10-07/2005-video-shows-donald-trump-saying-lewd-things-about-women,1,1b0b3b3129694868
123,donald_trump,123,123_donald_trump.jpg,http://cdn.newsday.com/polopoly_fs/1.12475468.1476901784!/httpImage/image.jpg_gen/derivatives/landscape_1280/image.jpg,am New York,http://www.amny.com/news/donald-trump-grammar-syntax-errors-times-when-the-english-language-took-a-hit-1.12471317,1,4d4d474f47059d0c
125,donald_trump,125,125_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/03/trump-dick-pic.png,Snopes.com,http://www.snopes.com/donald-trump-no-wig-or-makeup/,1,993b3333ab889c9e
126,donald_trump,126,126_donald_trump.jpg,http://media.washtimes.com.s3.amazonaws.com/media/image/2016/09/06/DonaldTrump.jpg,Washington Time,http://www.washingtontimes.com/news/2016/sep/6/donald-trump-leads-hillary-clinton-2-points-nation/,1,4e9e8f86874b4667
132,donald_trump,132,132_donald_trump.jpg,http://www.lifenews.com/wp-content/uploads/2016/09/donaldtrump61.jpg,LifeNews.com,http://www.lifenews.com/2016/09/16/donald-trump-calls-for-defunding-planned-parenthood-i-am-committed-to-defunding-it/,1,9d4c6652d8d89ada
133,donald_trump,133,133_donald_trump.jpg,https://static01.nyt.com/images/2016/10/14/us/14trumpwomen/14trumpwomen-master768.jpg,The New York Time,https://www.nytimes.com/2016/10/14/us/politics/donald-trump-women.html,1,01210d292c0f434b
134,donald_trump,134,134_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/01/donald-trump-002.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4203094/donald-trump-hecklers/,1,4d5a595d1d1d0d2d
136,donald_trump,136,136_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/10-9-debate/161010_POL_DonaldTrumpMicHold.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/blogs/moneybox/2016/10/09/donal_trump_admitted_he_didn_t_pay_taxes_and_then_blamed_hillary.html,1,864e0627054f0d4d
137,donald_trump,137,137_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/09/donald-trump1.jpg,Snopes.com,http://www.snopes.com/trump-pregnancy-inconvenient/,1,3f0f4f1f2464646e
138,donald_trump,138,138_donald_trump.jpg,http://ichef-1.bbci.co.uk/news/660/cpsprodpb/1045A/production/_91505666_d6edb948-ae9d-4f37-aecc-bf1ad2f575ef.jpg,BBC.com,http://www.bbc.com/news/election-us-2016-37956018,1,929a9a9a1e3c3232
139,donald_trump,139,139_donald_trump.jpg,http://cdn.thedailybeast.com/content/dailybeast/articles/2016/09/06/trump-stumbles-and-lies-his-way-through-vets-town-hall/jcr:content/image.crop.800.500.jpg/49107005.cached.jpg,The Daily Bea,http://www.thedailybeast.com/articles/2016/09/06/trump-stumbles-and-lies-his-way-through-vets-town-hall.html,1,4dcf8d4d230b0ecf
141,donald_trump,141,141_donald_trump.jpg,http://www.trbimg.com/img-57f3c8aa/turbine/ct-donald-trump-taxes-garrison-keillor-20161004,Chicago Tribune,http://www.chicagotribune.com/news/opinion/commentary/ct-donald-trump-taxes-garrison-keillor-20161004-story.html,1,498d9d9d9c9b1f25
142,donald_trump,142,142_donald_trump.jpg,https://www.gannett-cdn.com/-mm-/73e4c04c5292f1c6557d142bf64bc02f5ad9667c/c\u003d2319-157-4674-1927\u0026r\u003dx404\u0026c\u003d534x401/local/-/media/2016/09/03/DetroitFreePress/DetroitFreePress/636085053524929261-Trump-comes-to-church-13.JPG,Detroit Free Pre,http://www.freep.com/story/news/politics/2016/09/03/protesters-greet-donald-trump-he-arrives-detroit-church/89768582/,1,7171727ad8d8d859
143,donald_trump,143,143_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/02/gettyimages-509086490.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4213231/donald-trump-ted-cruz-offensive-name/,1,cccece8e2b4b4f97
144,donald_trump,144,144_donald_trump.jpg,http://www.trbimg.com/img-577262f2/turbine/ct-donald-trump-charity-20160628,Chicago Tribune,http://www.chicagotribune.com/news/nationworld/politics/ct-donald-trump-charity-20160628-story.html,1,cfe3b3b2b23a3e1a
146,donald_trump,146,146_donald_trump.jpg,https://img.washingtonpost.com/rf/image_480w/2010-2019/WashingtonPost/2016/10/03/Editorial-Opinion/Images/Campaign_2016_Trump-0a23c-1662.jpg?uuid\u003djyLuMomxEeayT6f4nraIhw,Washington Po,https://www.washingtonpost.com/opinions/donald-trumps-contempt-for-american-democracy/2016/10/03/809b1e06-89a8-11e6-bff0-d53f592f176e_story.html,1,6717c77625ec6c6c
148,donald_trump,148,148_donald_trump.jpg,http://img.wennermedia.com/social/donald-trump-responds-to-tape-just-words-e7f14ea9-0c25-4dbc-80db-29ebad16d4ab.jpg,Rolling Stone,http://www.rollingstone.com/politics/news/donald-trump-on-sexual-assault-remarks-its-just-words-w444076,1,98989899091b1b5b
152,donald_trump,152,152_donald_trump.jpg,http://www.charlotteobserver.com/news/politics-government/election/biudic/picture110670922/ALTERNATES/FREE_640/Trump-Charlotte,Charlotte Observer,http://www.charlotteobserver.com/news/politics-government/election/article110546817.html,1,663ec6d8c8c8cc49
153,donald_trump,153,153_donald_trump.jpg,https://fortunedotcom.files.wordpress.com/2016/10/donald-trump-tv.jpg?w\u003d1100\u0026quality\u003d85,Fortune,http://fortune.com/2016/10/24/donald-trump-campaign-facebook-live/,1,3e0e0d0d0d9b1d0c
155,donald_trump,155,155_donald_trump.jpg,http://static4.businessinsider.com/image/57fd9afa8109ee58008b52cc-1190-625/donald-trump-tells-supporters-to-vote-on-november-28.jpg,Business Insider,http://www.businessinsider.com/donald-trump-tells-rally-crowd-to-vote-on-november-28-2016-10,1,4d4dcc4c4c9c4c4f
156,donald_trump,156,156_donald_trump.jpg,https://pixel.nymag.com/imgs/daily/intelligencer/2015/11/22/22-Trump.w710.h473.jpg,New York Magazine,http://nymag.com/daily/intelligencer/2015/11/does-trump-actually-want-a-muslim-database.html,1,b18d4dcdcd8d8d0d
157,donald_trump,157,157_donald_trump.jpg,https://img.washingtonpost.com/rf/image_480w/2010-2019/WashingtonPost/2016/11/10/Editorial-Opinion/Images/AFP_H03HA-1951.jpg?uuid\u003d-qb3aKebEea6WafZMWXG1A,Washington Po,https://www.washingtonpost.com/opinions/donald-trump-is-the-american-machiavelli/2016/11/10/8ebfae16-a794-11e6-ba59-a7d93165c6d4_story.html,1,129e929696323dba
158,donald_trump,158,158_donald_trump.jpg,http://static4.businessinsider.com/image/5810f6b0b28a6429008b5155-1190-625/the-history-of-donald-trump-and-nbcs-love-hate-relationship-that-made-him-a-star.jpg,Business Insider,http://www.businessinsider.com/donald-trump-nbc-relationship-history-timeline-2016-10,1,31342c2c29694ccc
159,donald_trump,159,159_donald_trump.jpg,http://i2.cdn.turner.com/money/dam/assets/160915112948-donald-trump-medical-records-dr-oz-00005708-1024x576.jpg,CNN Money,http://money.cnn.com/2016/09/15/media/dr-oz-donald-trump-episode/,1,31367252ded690b8
160,donald_trump,160,160_donald_trump.jpg,http://www.aljazeera.com/mritems/imagecache/mbdresplarge/mritems/Images/2016/9/9/2f1f3b30bba64494ae4f3dbbda423a4e_18.jpg,Al Jazeera,http://www.aljazeera.com/programmes/upfront/2016/09/reality-check-donald-trump-hawk-dove-160916095240125.html,1,1623232362764646
161,donald_trump,161,161_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/07/gettyimages-612894872_wide-6a821897ebfe4c556960c7ee4eaba15bb82e49ed-s900-c85.jpg,NPR,http://www.npr.org/2016/10/07/497087141/donald-trump-caught-on-tape-making-vulgar-remarks-about-women,1,4f8f2b294ccf0766
162,donald_trump,162,162_donald_trump.jpg,https://media1.britannica.com/eb-media/94/191094-049-EF255FCD.jpg,Encyclopedia Britannica,https://www.britannica.com/biography/Donald-Trump,1,460f0d0d494dcccc
163,donald_trump,163,163_donald_trump.jpg,http://static2.politico.com/dims4/default/b876581/2147483647/resize/1160x%3E/quality/90/?url\u003dhttp%3A%2F%2Fstatic.politico.com%2F3a%2F25%2F4a5973424c5c81d69eecccb36b66%2Fgettyimages-609842650.jpg,Politico,http://www.politico.com/magazine/story/2016/09/trump-biggest-fatal-gaffes-mistakes-offensive-214289,1,34b63933b3337676
164,donald_trump,164,164_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/10-9-debate/161010_POL_trump-pick.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/news_and_politics/politics/2016/10/donald_trump_tells_hillary_clinton_you_d_be_in_jail.html,1,8d9d9f8b2b0b092e
166,donald_trump,166,166_donald_trump.jpg,https://foreignpolicymag.files.wordpress.com/2016/10/gettyimages-615856778.jpg,Foreign Policy,http://foreignpolicy.com/2016/10/20/donald-trump-rigged-elections-violence-american-democracy/,1,2424246636363230
169,donald_trump,169,169_donald_trump.jpg,http://media3.s-nbcnews.com/j/newscms/2016_42/1756481/161018-trump-mbe-830_9f3a89ac0e03f745a502abe87dd326d0.nbcnews-ux-2880-1000.jpg,NBC New,http://www.nbcnews.com/storyline/2016-presidential-debates/donald-trump-tv-network-could-be-just-three-months-away-n668901,1,0d8eca0c6c24c4c6
170,donald_trump,170,170_donald_trump.jpg,http://www.reviewjournal.com/sites/default/files/field/media/web1_trump_061816ev_018_7234013.jpg,Las Vegas Review-Journal,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,1,39d899195959751f
171,donald_trump,171,171_donald_trump.jpg,https://media1.s-nbcnews.com/j/msnbc/components/video/201609/2016-09-15t13-24-07-3z--1280x720.nbcnews-ux-1080-600.jpg,NBC New,http://www.nbcnews.com/politics/2016-election/trump-releases-results-last-physical-n648866,1,343a3b1b5adbf138
173,donald_trump,173,173_donald_trump.jpg,http://cbsnews1.cbsistatic.com/hub/i/r/2015/08/07/80f009f5-ae59-424b-9bc1-0c6ab041bb76/thumbnail/620x350/812c9661d8bb6f8b127d74b67012e86f/donald-trump-debate.jpg,CBS New,http://www.cbsnews.com/news/donald-trump-officially-fired-from-the-celebrity-apprentice/,1,414347d3c92a28cc
